country,ISO 3166-1 alpha-3,year,GDP_Value,suicides_no,latitude,longitude
Slovakia,SVK,2010,16908.84796,631,48.669026,19.699024
Slovakia,SVK,2012,17498.3539,571,48.669026,19.699024
Slovakia,SVK,2013,18276.00955,616,48.669026,19.699024
Slovakia,SVK,2014,18719.98814,554,48.669026,19.699024
Slovenia,SVN,2006,19672.96556,529,46.151241,14.995463
Slovenia,SVN,2007,23817.88673,434,46.151241,14.995463
Slovenia,SVN,2008,27595.59997,408,46.151241,14.995463
Slovenia,SVN,2009,24792.12798,447,46.151241,14.995463
Slovenia,SVN,2010,23532.48085,414,46.151241,14.995463
Slovenia,SVN,2011,25128.01504,435,46.151241,14.995463
Slovenia,SVN,2012,22641.80512,440,46.151241,14.995463
Slovenia,SVN,2013,23503.28249,446,46.151241,14.995463
Slovenia,SVN,2014,24247.17332,388,46.151241,14.995463
Slovenia,SVN,2015,20890.16643,422,46.151241,14.995463
Sweden,SWE,2006,46593.60216,1197,60.12816100000001,18.643501
Sweden,SWE,2007,53700.00534,1126,60.12816100000001,18.643501
Sweden,SWE,2008,56152.55234,1170,60.12816100000001,18.643501
Sweden,SWE,2009,46946.96027,1242,60.12816100000001,18.643501
Sweden,SWE,2010,52869.04429,1141,60.12816100000001,18.643501
Sweden,SWE,2011,60755.75955,1112,60.12816100000001,18.643501
Sweden,SWE,2012,58037.82132,1154,60.12816100000001,18.643501
Sweden,SWE,2013,61126.9432,1230,60.12816100000001,18.643501
Sweden,SWE,2014,60020.36046,1148,60.12816100000001,18.643501
Sweden,SWE,2015,51545.48361,1182,60.12816100000001,18.643501
Sweden,SWE,2016,51965.15715,1130,60.12816100000001,18.643501
Ukraine,UKR,2006,2391.323975,10013,48.379433,31.1655799
Ukraine,UKR,2007,3197.934326,10032,48.379433,31.1655799
Ukraine,UKR,2008,4066.547852,9454,48.379433,31.1655799
Ukraine,UKR,2009,2639.391602,9715,48.379433,31.1655799
Ukraine,UKR,2010,3078.429932,9089,48.379433,31.1655799
Ukraine,UKR,2011,3704.824951,8973,48.379433,31.1655799
Ukraine,UKR,2012,4004.804443,9058,48.379433,31.1655799
Ukraine,UKR,2014,3104.643311,7968,48.379433,31.1655799
Ukraine,UKR,2015,2124.662354,7574,48.379433,31.1655799
Belarus,BLR,2007,4735.657608,2659,53.709807,27.953389
Belarus,BLR,2008,6377.369732,2658,53.709807,27.953389
Belarus,BLR,2009,5352.583912,2743,53.709807,27.953389
Belarus,BLR,2010,6033.686239,2459,53.709807,27.953389
Belarus,BLR,2011,6527.173869,2172,53.709807,27.953389
Belarus,BLR,2013,7998.125239,1902,53.709807,27.953389
Belarus,BLR,2014,8341.399679,1741,53.709807,27.953389
Portugal,PRT,2007,22811.05648,1020,39.39987199999999,-8.224454
Portugal,PRT,2008,24949.04136,1038,39.39987199999999,-8.224454
